6.000000	-0.000000	1998.250000	-94.155977	97.951080	0.000000
12.000000	0.000000	1998.250000	-93.476465	99.482651	0.000000
18.000000	-0.000000	2001.750000	-93.341967	99.504344	0.000000
24.000000	-0.000001	1998.250000	-93.480982	99.465585	0.000000
30.000000	-0.000001	2001.750000	-93.341947	99.504431	0.000000
36.000000	-0.000001	1998.250000	-93.480982	99.465585	0.000000
42.000000	-0.000002	1998.250000	-93.480534	99.468062	0.000000
48.000000	-0.000002	2001.750000	-93.341947	99.504425	0.000000
54.000000	-0.000003	2001.750000	-93.342413	99.501954	0.000000
60.000000	-0.000003	2001.750000	-93.342413	99.501960	0.000000
66.000000	-0.000001	1328.553993	-130.693626	88.840670	0.382683
72.000000	0.000001	1328.553993	-130.410870	90.047264	0.382683
78.000000	0.000004	2671.446007	-73.617641	106.497479	0.382683
84.000000	0.000003	1328.553993	-130.821788	88.475297	0.382683
90.000000	0.000009	2671.446007	-73.612777	106.523361	0.382683
96.000000	0.000006	1328.553993	-130.821774	88.475135	0.382683
102.000000	0.000007	1328.553993	-130.410115	90.057290	0.382683
108.000000	0.000018	2671.446007	-73.617644	106.497436	0.382683
114.000000	0.000020	2671.446007	-74.056282	105.003091	0.382683
120.000000	0.000022	2671.446007	-74.060616	105.010665	0.382683
126.000000	0.000005	760.813133	-28.952969	62.559788	0.707107
132.000000	0.000004	760.813133	-20.207315	55.382386	0.707107
138.000000	0.000013	3239.186867	-64.545106	107.455420	0.707107
144.000000	0.000002	760.813133	-33.190695	62.475215	0.707107
150.000000	0.000003	3239.186867	-64.444077	107.638170	0.707107
156.000000	-0.000000	760.813133	-33.526078	62.467355	0.707107
162.000000	-0.000002	760.813133	-32.642704	55.896674	0.707107
168.000000	-0.000011	3239.186867	-64.447304	107.625095	0.707107
174.000000	-0.000016	3239.186867	-64.499139	108.733643	0.707107
180.000000	-0.000021	3239.186867	-64.484196	108.742520	0.707107
186.000000	-0.000003	381.460818	-50.223483	54.613118	0.923880
192.000000	-0.000004	381.460818	-86.604773	56.687124	0.923880
198.000000	-0.000039	3618.539182	-61.500322	111.474133	0.923880
204.000000	-0.000005	381.460818	-50.455016	54.686156	0.923880
210.000000	-0.000050	3618.539182	-61.763683	110.455325	0.923880
216.000000	-0.000006	381.460818	-50.354077	54.652785	0.923880
222.000000	-0.000006	381.460818	-86.598746	56.688563	0.923880
228.000000	-0.000066	3618.539182	-61.500722	111.474215	0.923880
234.000000	-0.000071	3618.539182	-59.937374	110.959553	0.923880
240.000000	-0.000077	3618.539182	-59.944802	110.944780	0.923880
246.000000	-0.000006	248.250000	33.917580	53.853450	1.000000
252.000000	-0.000006	248.250000	34.707694	57.640616	1.000000
258.000000	-0.000096	3751.750000	-59.154749	111.606554	1.000000
264.000000	-0.000007	248.250000	33.858689	53.797484	1.000000
270.000000	-0.000107	3751.750000	-59.141949	111.627790	1.000000
276.000000	-0.000007	248.250000	33.872053	53.809521	1.000000
282.000000	-0.000008	248.250000	34.707414	57.637926	1.000000
288.000000	-0.000124	3751.750000	-59.154749	111.606550	1.000000
294.000000	-0.000129	3751.750000	-58.594801	111.680197	1.000000
300.000000	-0.000135	3751.750000	-58.598964	111.674995	1.000000
306.000000	-0.000014	381.460818	-49.457422	54.367770	0.923880
312.000000	-0.000015	381.460818	-86.637963	56.676879	0.923880
318.000000	-0.000146	3618.539182	-61.498088	111.473657	0.923880
324.000000	-0.000016	381.460818	-50.454841	54.686100	0.923880
330.000000	-0.000157	3618.539182	-61.763685	110.455320	0.923880
336.000000	-0.000017	381.460818	-50.354077	54.652785	0.923880
342.000000	-0.000018	381.460818	-86.598746	56.688563	0.923880
348.000000	-0.000173	3618.539182	-61.500725	111.474215	0.923880
354.000000	-0.000178	3618.539182	-59.937378	110.959553	0.923880
360.000000	-0.000184	3618.539182	-59.944805	110.944780	0.923880
366.000000	-0.000040	760.813133	-33.596092	62.485867	0.707107
372.000000	-0.000041	760.813133	-32.840537	55.901812	0.707107
378.000000	-0.000179	3239.186867	-64.446112	107.629763	0.707107
384.000000	-0.000043	760.813133	-33.520061	62.467499	0.707107
390.000000	-0.000188	3239.186867	-64.442177	107.646249	0.707107
396.000000	-0.000045	760.813133	-33.531699	62.467222	0.707107
402.000000	-0.000046	760.813133	-32.658589	55.897090	0.707107
408.000000	-0.000203	3239.186867	-64.447214	107.625467	0.707107
414.000000	-0.000207	3239.186867	-64.499147	108.733641	0.707107
420.000000	-0.000212	3239.186867	-64.484203	108.742520	0.707107
426.000000	-0.000089	1328.553993	-130.888269	88.335167	0.382683
432.000000	-0.000091	1328.553993	-130.409727	90.062521	0.382683
438.000000	-0.000187	2671.446007	-73.617655	106.497413	0.382683
444.000000	-0.000095	1328.553993	-130.821792	88.475297	0.382683
450.000000	-0.000195	2671.446007	-73.612786	106.523361	0.382683
456.000000	-0.000099	1328.553993	-130.821778	88.475134	0.382683
462.000000	-0.000101	1328.553993	-130.410120	90.057290	0.382683
468.000000	-0.000206	2671.446007	-73.617654	106.497436	0.382683
474.000000	-0.000210	2671.446007	-74.056292	105.003091	0.382683
480.000000	-0.000200	2671.446007	-74.060626	105.010665	0.382683
486.000000	-0.000133	1998.250000	-93.568322	99.188436	0.000000
492.000000	-0.000116	1998.250000	-93.480417	99.469421	0.000000
