181	-0.707	75.3529	75.3795	75.4113	75.4394	75.4649	75.4881	75.5014	75.5084	75.5159	75.5278	
182	-1	75.5345	75.5406	75.5588	75.574	75.5876	75.6005	75.6021	75.5979	75.5957	75.5999	
183	-0.707	75.6031	75.6052	75.6118	75.6169	75.6208	75.6244	75.6248	75.6238	75.6228	75.6223	
184	1	75.6217	75.622	75.6254	75.6294	75.6355	75.6435	75.649	75.6544	75.6652	75.6854	
185	1	75.7074	75.7337	75.7746	75.8174	75.8639	75.9144	75.9581	76.0002	76.0497	76.1118	
186	1	76.1753	76.2425	76.3252	76.4089	76.4945	76.5826	76.6629	76.7401	76.8213	76.91	
187	1	76.9979	77.0862	77.1815	77.2755	77.368	77.4596	77.546	77.6288	77.7096	77.7883	
188	-1	77.8637	77.9364	78.008	78.0758	78.1409	78.2029	78.2571	78.3057	78.3537	78.405	
189	-1	78.4519	78.4968	78.5498	78.5984	78.6444	78.688	78.7186	78.7414	78.7656	78.7969	
190	-1	78.824	78.8496	78.8863	78.9194	78.9501	78.9793	78.9967	79.0076	79.0199	79.0379	
191	-1	79.0532	79.0674	79.0884	79.1075	79.1251	79.1422	79.1548	79.1653	79.1755	79.1859	
192	0	79.196	79.206	79.2161	79.2266	79.2377	79.2497	79.2628	79.2771	79.2929	79.3103	
193	0.707	79.3266	79.3467	79.3778	79.4112	79.448	79.4884	79.5247	79.5606	79.6024	79.6541	
194	1	79.7058	79.7617	79.8339	79.9076	79.9836	80.0625	80.1339	80.2025	80.2755	80.3565	
195	0.707	80.438	80.5196	80.6061	80.6914	80.7753	80.8581	80.9368	81.0125	81.0862	81.1577	
196	0	81.2265	81.2921	81.3545	81.4135	81.4691	81.521	81.5692	81.6137	81.6542	81.6908	
197	-0.707	81.7207	81.7485	81.7814	81.8105	81.8371	81.8613	81.8755	81.8835	81.8918	81.9046	
198	-1	81.9121	81.9189	81.9378	81.9538	81.968	81.9816	81.9838	81.9802	81.9786	81.9833	
199	-0.707	81.987	81.9896	81.9967	82.0023	82.0066	82.0106	82.0114	82.0108	82.0102	82.01	
200	1	82.0097	82.0104	82.0141	82.0184	82.0247	82.033	82.0387	82.0444	82.0554	82.0759	
201	1	82.0981	82.1246	82.1656	82.2087	82.2554	82.306	82.3499	82.3922	82.4418	82.504	
202	1	82.5676	82.6349	82.7178	82.8016	82.8873	82.9755	83.0559	83.1332	83.2145	83.3033	
203	1	83.3913	83.4796	83.575	83.6691	83.7617	83.8533	83.9398	84.0227	84.1036	84.1823	
204	-1	84.2578	84.3305	84.4021	84.47	84.5352	84.5972	84.6514	84.7001	84.7481	84.7995	
205	-1	84.8464	84.8913	84.9443	84.993	85.039	85.0827	85.1133	85.1361	85.1603	85.1917	
206	-1	85.2187	85.2444	85.2811	85.3142	85.3449	85.3742	85.3916	85.4025	85.4148	85.4328	
207	-1	85.4481	85.4624	85.4833	85.5025	85.5201	85.5372	85.5498	85.5603	85.5705	85.5809	
208	1	85.5909	85.6014	85.6144	85.6277	85.6426	85.6591	85.6727	85.6859	85.7041	85.7315	
209	1	85.7603	85.7931	85.8401	85.8888	85.941	85.9968	86.0457	86.0928	86.147	86.2136	
210	1	86.2813	86.3526	86.4391	86.5265	86.6156	86.707	86.7906	86.8709	86.955	87.0465	
211	1	87.1372	87.228	87.3258	87.4222	87.517	87.6107	87.6992	87.7842	87.8669	87.9474	
212	-1	88.0247	88.0991	88.1724	88.2419	88.3085	88.372	88.4277	88.4776	88.527	88.5796	
213	-1	88.6277	88.6738	88.7279	88.7776	88.8246	88.8692	88.9008	88.9245	88.9496	88.9818	
214	-1	89.0096	89.036	89.0735	89.1072	89.1386	89.1685	89.1866	89.198	89.2109	89.2294	
215	-1	89.2453	89.26	89.2814	89.301	89.3191	89.3366	89.3496	89.3604	89.371	89.3818	
216	1	89.3921	89.4029	89.4162	89.4298	89.445	89.4618	89.4756	89.489	89.5075	89.5351	
217	1	89.5641	89.5971	89.6443	89.6932	89.7456	89.8016	89.8506	89.8979	89.9522	90.0189	
218	1	90.0868	90.1582	90.2448	90.3323	90.4215	90.513	90.5967	90.6772	90.7614	90.853	
219	1	90.9438	91.0347	91.1325	91.229	91.3238	91.4176	91.5062	91.5912	91.674	91.7546	
220	-1	91.8319	91.9064	91.9797	92.0492	92.1159	92.1795	92.2352	92.2852	92.3346	92.3872	
221	-1	92.4354	92.4815	92.5356	92.5853	92.6324	92.6771	92.7086	92.7324	92.7575	92.7897	
