H=	250	X=	3.48272e-08	V=	87.3303
H=	250	X=	1.57557e-08	V=	56.2182
H=	250	X=	3.46936e-08	V=	87.1621
H=	250	X=	1.5758e-08	V=	56.2013
H=	250	X=	3.47015e-08	V=	87.1728
H=	250	X=	1.57571e-08	V=	56.2006
H=	250	X=	3.47024e-08	V=	87.1738
H=	250	X=	1.57572e-08	V=	56.201
H=	250	X=	3.47021e-08	V=	87.1734
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
H=	250	X=	3.47021e-08	V=	87.1735
H=	250	X=	1.57572e-08	V=	56.2009
