H=	558	X=	-1.36405e-08	V=	6.17331
H=	558	X=	-1.27548e-08	V=	29.3647
H=	558	X=	2.61679e-08	V=	65.1604
H=	558	X=	-4.73438e-09	V=	14.7891
H=	558	X=	2.7316e-08	V=	65.0156
H=	558	X=	-6.17003e-09	V=	13.3292
H=	558	X=	2.3291e-08	V=	62.6699
H=	558	X=	4.84412e-10	V=	20.37
H=	558	X=	3.48969e-08	V=	65.6773
H=	558	X=	-1.62336e-08	V=	3.3525
H=	558	X=	-3.02357e-08	V=	14.3653
H=	558	X=	-6.38158e-08	V=	11.9834
H=	558	X=	-7.92382e-08	V=	110.831
H=	558	X=	-1.73505e-08	V=	28.0419
H=	558	X=	1.24204e-08	V=	54.4844
H=	558	X=	1.90414e-08	V=	40.2388
H=	558	X=	1.73001e-08	V=	39.5186
H=	558	X=	1.97166e-08	V=	42.0769
H=	558	X=	1.5636e-08	V=	37.6539
H=	558	X=	2.24368e-08	V=	45.0483
H=	558	X=	1.07986e-08	V=	32.4034
H=	558	X=	2.93708e-08	V=	52.9365
H=	558	X=	-2.20445e-09	V=	18.2762
H=	558	X=	3.26759e-08	V=	66.6187
H=	558	X=	-1.39911e-08	V=	5.42191
H=	558	X=	-1.58193e-08	V=	26.4451
H=	558	X=	1.48326e-08	V=	56.5879
H=	558	X=	1.49398e-08	V=	35.8635
H=	558	X=	2.39215e-08	V=	46.7468
H=	558	X=	8.05503e-09	V=	29.4159
H=	558	X=	3.24504e-08	V=	56.957
H=	558	X=	-8.32114e-09	V=	11.7371
H=	558	X=	1.61725e-08	V=	57.2627
H=	558	X=	1.28492e-08	V=	33.6513
H=	558	X=	2.69564e-08	V=	50.1604
H=	558	X=	2.38403e-09	V=	23.2442
H=	558	X=	3.55298e-08	V=	63.9246
H=	558	X=	-1.60309e-08	V=	3.67772
H=	558	X=	-2.8638e-08	V=	15.5293
H=	558	X=	-5.7138e-08	V=	7.65551
H=	558	X=	-7.96046e-08	V=	111.85
H=	558	X=	-1.58968e-08	V=	29.4258
H=	558	X=	1.87626e-08	V=	59.9785
H=	558	X=	8.00913e-09	V=	28.4208
H=	558	X=	3.26775e-08	V=	57.3817
H=	558	X=	-8.84141e-09	V=	11.1833
H=	558	X=	1.39167e-08	V=	55.3144
H=	558	X=	1.67436e-08	V=	37.8161
H=	558	X=	2.10888e-08	V=	43.6344
H=	558	X=	1.31903e-08	V=	34.998
H=	558	X=	2.61385e-08	V=	49.163
H=	558	X=	3.96139e-09	V=	24.9629
H=	558	X=	3.52451e-08	V=	62.2273
H=	558	X=	-1.47329e-08	V=	5.04061
H=	558	X=	-1.99168e-08	V=	22.7033
H=	558	X=	-6.65782e-09	V=	35.6992
H=	558	X=	3.68207e-08	V=	67.0965
H=	558	X=	-1.93816e-08	V=	0.331264
H=	558	X=	-4.98514e-08	V=	6.09294
H=	558	X=	-8.11038e-08	V=	103.821
H=	558	X=	-3.12633e-08	V=	16.7441
H=	558	X=	-6.33363e-08	V=	11.6173
H=	558	X=	-7.92385e-08	V=	111.073
H=	558	X=	-1.69131e-08	V=	28.4499
H=	558	X=	1.44213e-08	V=	56.2883
H=	558	X=	1.56213e-08	V=	36.5887
H=	558	X=	2.28756e-08	V=	45.5928
H=	558	X=	9.97098e-09	V=	31.5005
H=	558	X=	3.03804e-08	V=	54.1861
H=	558	X=	-4.17399e-09	V=	16.1568
H=	558	X=	2.9228e-08	V=	65.8809
H=	558	X=	-9.1578e-09	V=	10.2415
H=	558	X=	1.1583e-08	V=	53.2032
H=	558	X=	2.06727e-08	V=	42.0078
H=	558	X=	1.44789e-08	V=	36.4585
H=	558	X=	2.4208e-08	V=	46.9973
H=	558	X=	7.56053e-09	V=	28.8811
H=	558	X=	3.29161e-08	V=	57.643
H=	558	X=	-9.28615e-09	V=	10.7188
H=	558	X=	1.18897e-08	V=	53.4955
H=	558	X=	2.01599e-08	V=	41.46
H=	558	X=	1.53705e-08	V=	37.4253
H=	558	X=	2.28312e-08	V=	45.4778
H=	558	X=	1.00845e-08	V=	31.6273
H=	558	X=	3.0245e-08	V=	54.0154
H=	558	X=	-3.90809e-09	V=	16.4423
H=	558	X=	2.97873e-08	V=	66.0797
H=	558	X=	-9.99506e-09	V=	9.38898
H=	558	X=	7.50862e-09	V=	49.3801
H=	558	X=	2.70637e-08	V=	48.8984
H=	558	X=	2.90613e-09	V=	23.8807
H=	558	X=	3.54984e-08	V=	63.3729
H=	558	X=	-1.56839e-08	V=	4.04817
H=	558	X=	-2.62888e-08	V=	17.3328
H=	558	X=	-4.52496e-08	V=	7.16693
H=	558	X=	-8.21559e-08	V=	90.3223
H=	558	X=	-5.18723e-08	V=	9.76347
H=	558	X=	-8.11943e-08	V=	101.637
H=	558	X=	-3.49276e-08	V=	14.4284
H=	558	X=	-7.41139e-08	V=	29.1516
H=	558	X=	-8.0515e-08	V=	91.2053
H=	558	X=	-5.01459e-08	V=	9.54687
H=	558	X=	-8.15339e-08	V=	98.5019
H=	558	X=	-4.00845e-08	V=	11.84
H=	558	X=	-8.09239e-08	V=	59.5518
H=	558	X=	-7.63866e-08	V=	43.7036
H=	558	X=	-8.02695e-08	V=	70.0013
H=	558	X=	-7.11508e-08	V=	27.4312
H=	558	X=	-8.05852e-08	V=	93.7192
H=	558	X=	-4.6694e-08	V=	9.81849
H=	558	X=	-8.21193e-08	V=	89.132
H=	558	X=	-5.33619e-08	V=	9.98416
