250	7.77641e-07	4.09028e-09	0.0457975
250	7.77641e-07	5.86835e-09	0.0457975
250	7.77641e-07	7.64997e-09	0.0457975
250	7.77641e-07	9.4316e-09	0.0457975
250	7.77641e-07	1.12132e-08	0.0457975
250	7.77641e-07	1.29948e-08	0.0457975
250	7.77641e-07	1.47765e-08	0.0457975
250	7.77641e-07	1.65581e-08	0.0457975
250	7.77641e-07	1.83397e-08	0.0457975
250	7.77641e-07	2.01178e-08	0.0457975
250	7.77641e-07	2.18994e-08	0.0457975
250	7.77641e-07	2.36846e-08	0.0457975
250	7.77641e-07	2.54627e-08	0.0457975
250	7.77641e-07	2.72407e-08	0.0457975
250	7.77641e-07	2.90259e-08	0.0457975
250	7.77641e-07	3.0804e-08	0.0457975
250	7.77641e-07	3.25892e-08	0.0457975
250	7.77641e-07	3.43672e-08	0.0457975
250	7.77641e-07	3.61524e-08	0.0457975
250	7.77641e-07	3.79234e-08	0.0457975
250	7.77641e-07	3.97086e-08	0.0457975
250	7.77641e-07	4.14866e-08	0.0457975
250	7.77641e-07	4.32718e-08	0.0457975
250	7.77641e-07	4.50499e-08	0.0457975
250	7.77641e-07	4.6828e-08	0.0457975
250	7.77641e-07	4.86131e-08	0.0457975
250	7.77641e-07	5.03912e-08	0.0457975
250	7.77641e-07	5.21764e-08	0.0457975
250	7.77641e-07	5.39545e-08	0.0457975
250	7.77641e-07	5.57396e-08	0.0457975
250	7.77641e-07	5.75177e-08	0.0457975
250	7.77641e-07	5.93029e-08	0.0457975
250	7.77641e-07	6.10738e-08	0.0457975
250	7.77641e-07	6.2859e-08	0.0457975
250	7.77641e-07	6.46442e-08	0.0457975
250	7.77641e-07	6.64294e-08	0.0457975
250	7.77641e-07	6.82003e-08	0.0457975
250	7.77641e-07	6.99855e-08	0.0457975
250	7.77641e-07	7.17707e-08	0.0457975
250	7.77641e-07	7.35417e-08	0.0457975
250	7.77641e-07	7.53268e-08	0.0457975
250	7.77641e-07	7.7112e-08	0.0457975
250	7.77641e-07	7.88972e-08	0.0457975
250	7.77641e-07	8.06682e-08	0.0457975
250	7.77641e-07	8.24533e-08	0.0457975
250	7.77641e-07	8.42385e-08	0.0457975
250	7.77641e-07	8.60095e-08	0.0457975
250	7.77641e-07	8.77947e-08	0.0457975
250	7.77641e-07	8.95798e-08	0.0457975
250	7.77641e-07	9.1365e-08	0.0457975
250	7.77641e-07	9.3136e-08	0.0457975
250	7.77641e-07	9.49212e-08	0.0457975
250	7.77641e-07	9.67063e-08	0.0457975
250	7.77641e-07	9.84773e-08	0.0457975
250	7.77641e-07	1.00262e-07	0.0457975
250	7.77641e-07	1.02048e-07	0.0457975
250	7.77641e-07	1.03833e-07	0.0457975
250	7.77641e-07	1.05604e-07	0.0457975
250	7.77641e-07	1.07389e-07	0.0457975
250	7.77641e-07	1.09174e-07	0.0457975
250	7.77641e-07	1.10945e-07	0.0457975
250	7.77641e-07	1.1273e-07	0.0457975
250	7.77641e-07	1.14515e-07	0.0457975
250	7.77641e-07	1.16301e-07	0.0457975
250	7.77641e-07	1.18072e-07	0.0457975
250	7.77641e-07	1.19857e-07	0.0457975
250	7.77641e-07	1.21642e-07	0.0457975
250	7.77641e-07	1.23427e-07	0.0457975
